ID,duration,path,wav_format,wav_opts,spk_id,spk_id_format,spk_id_opts,phn_format,phn_opts,wrd,wrd_format,wrd_opts,starts,ends,phonemes_61,phonemes_39
mrbc0_sx329,3.7439999999999998,train/dr3/mrbc0/sx329.wav,wav,,mrbc0,string,,string,,chip postponed alimony payments until the latest possible date,string,,0 2040 3560 5080 6920 7400 9160 11070 12318 12825 15582 16208 17796 18548 18966 19383 21180 21723 22520 23560 24360 25960 27160 28680 29240 31331 32167 32520 33169 33712 34590 35373 35843 37080 37880 38760 40355 40814 42200 43320 44280 44819 46680 47720 48760 49247 50680 51480 51720 54280 57080 57880,2040 3560 5080 6920 7400 9160 11070 12318 12825 15582 16208 17796 18548 18966 19383 21180 21723 22520 23560 24360 25960 27160 28680 29240 31331 32167 32520 33169 33712 34590 35373 35843 37080 37880 38760 40355 40814 42200 43320 44280 44819 46680 47720 48760 49247 50680 51480 51720 54280 57080 57880 59840,h# ch ih pcl p ow s pcl p ow n ae l ax m ow n iy pcl p ey m ax n s q ax n tcl t ix l dh ax l ey dx ix s tcl p aa s bcl b el dcl d ey tcl t h#,sil ch ih sil p ow s sil p ow n ae l ah m ow n iy sil p ey m ah n s ah n sil t ih l dh ah l ey dx ih s sil p aa s sil b l sil d ey sil t sil
mrbc0_sx149,3.424,train/dr3/mrbc0/sx149.wav,wav,,mrbc0,string,,string,,while waiting for chipper she crisscrossed the square many times,string,,0 2130 2633 3425 4219 5013 6224 6558 7770 9107 10527 11320 12600 13480 14760 16120 16920 17480 19080 20920 21880 22720 23400 23826 24680 25880 26600 27240 27933 29320 31000 32040 33960 34280 34840 35467 36511 38475 39560 41080 41720 43000 43480 44520 48395 50275 52698,2130 2633 3425 4219 5013 6224 6558 7770 9107 10527 11320 12600 13480 14760 16120 16920 17480 19080 20920 21880 22720 23400 23826 24680 25880 26600 27240 27933 29320 31000 32040 33960 34280 34840 35467 36511 38475 39560 41080 41720 43000 43480 44520 48395 50275 52698 54720,h# q ax l w ey dx ix ng gcl f axr tcl ch ih pcl p axr sh iy kcl k r ih s kcl k r ao s ax s kcl k w eh r m eh n iy tcl t ay m z h#,sil ah l w ey dx ih ng sil f er sil ch ih sil p er sh iy sil k r ih s sil k r aa s ah s sil k w eh r m eh n iy sil t ay m z sil
mrbc0_si1665,2.4448125,train/dr3/mrbc0/si1665.wav,wav,,mrbc0,string,,string,,a foolish thought came into his head,string,,0 2173 3400 5240 6520 7640 8680 10000 11240 14680 16600 17629 19960 21389 22851 23560 24680 25280 26360 27864 28825 30078 31331 32040 34920 36980,2173 3400 5240 6520 7640 8680 10000 11240 14680 16600 17629 19960 21389 22851 23560 24680 25280 26360 27864 28825 30078 31331 32040 34920 36980 39040,h# eh f ux l ix sh th ao tcl k ey m q ix n tcl t ux hv ix z hh eh dcl h#,sil eh f uw l ih sh th aa sil k ey m ih n sil t uw hh ih z hh eh sil sil
fcke0_sx211,2.61125,train/dr3/fcke0/sx211.wav,wav,,fcke0,string,,string,,only the best players enjoy popularity,string,,0 2280 3560 4428 5018 6200 6840 7720 8360 8760 10680 11960 12920 14040 14704 16710 19000 20280 21000 21840 22521 23268 26600 27720 28407 29720 30520 31206 31560 32200 33320 34720 36678 37472 38440 39800,2280 3560 4428 5018 6200 6840 7720 8360 8760 10680 11960 12920 14040 14704 16710 19000 20280 21000 21840 22521 23268 26600 27720 28407 29720 30520 31206 31560 32200 33320 34720 36678 37472 38440 39800 41760,h# ow n l ix dh ix bcl b eh s tcl p l ey er z ix n dcl jh oy pcl p aa pcl p y ix l eh er tcl t iy h#,sil ow n l ih dh ih sil b eh s sil p l ey er z ih n sil jh oy sil p aa sil p y ih l eh er sil t iy sil
fcke0_sx301,2.67525,train/dr3/fcke0/sx301.wav,wav,,fcke0,string,,string,,we like bleu cheese but victor prefers swiss cheese,string,,0 2280 2680 3480 4440 6280 8320 8600 9293 10680 11400 12920 15560 16680 17160 17880 18920 19640 20520 21800 22280 23000 23640 24360 24920 26520 28920 30840 31186 31880 33754 34590 35960 38600 40760,2280 2680 3480 4440 6280 8320 8600 9293 10680 11400 12920 15560 16680 17160 17880 18920 19640 20520 21800 22280 23000 23640 24360 24920 26520 28920 30840 31186 31880 33754 34590 35960 38600 40760 42800,h# w iy l ay kcl b l ux tcl ch iy z bcl ix tcl v ih kcl t axr pcl p axr f er s w ih s tcl ch iy z h#,sil w iy l ay sil b l uw sil ch iy z sil ih sil v ih sil t er sil p er f er s w ih s sil ch iy z sil
fcke0_si1741,4.46725,train/dr3/fcke0/si1741.wav,wav,,fcke0,string,,string,,she always did before and showed the utmost confidence in whatever we advised,string,,0 2120 4200 4762 6892 7603 8360 9320 9880 10440 11400 12520 12840 14040 16360 18811 21263 29244 29880 30360 31640 33480 34120 34440 35592 36428 37305 37723 39240 40376 40760 41880 43603 44031 45240 45840 46160 47160 48040 49400 49800 50527 51906 52800 53040 54600 55400 56360 58040 59426 60120 60600 60971 61800 66520 67864 68520 69320,2120 4200 4762 6892 7603 8360 9320 9880 10440 11400 12520 12840 14040 16360 18811 21263 29244 29880 30360 31640 33480 34120 34440 35592 36428 37305 37723 39240 40376 40760 41880 43603 44031 45240 45840 46160 47160 48040 49400 49800 50527 51906 52800 53040 54600 55400 56360 58040 59426 60120 60600 60971 61800 66520 67864 68520 69320 71440,h# sh ux ao w iy z dcl d ih dcl b iy f ao er pau ix n sh ow dcl dh iy ah q m ow s tcl k aa n f ix dx ix n s ix n w ah dx eh v axr w iy ix dcl d v ay z dcl d h#,sil sh uw aa w iy z sil d ih sil b iy f aa er sil ih n sh ow sil dh iy ah m ow s sil k aa n f ih dx ih n s ih n w ah dx eh v er w iy ih sil d v ay z sil d sil
fcke0_sx391,1.90725,train/dr3/fcke0/sx391.wav,wav,,fcke0,string,,string,,they all like long hot showers,string,,0 1960 2280 4399 6520 7320 9480 10040 10840 11986 14280 15000 15874 17640 18200 18506 20200 22880 25560 28520,1960 2280 4399 6520 7320 9480 10040 10840 11986 14280 15000 15874 17640 18200 18506 20200 22880 25560 28520 30480,h# dh ey ao l ay kcl k l ao ng hv aa tcl t sh aw er z h#,sil dh ey aa l ay sil k l aa ng hh aa sil t sh aw er z sil
fcke0_si481,4.729625,train/dr3/fcke0/si481.wav,wav,,fcke0,string,,string,,this he added brought about petty jealousies and petty personal grievances,string,,0 2040 2548 4360 7480 8396 10120 12760 15400 15880 17400 20520 21000 21720 23160 23640 24280 25280 25440 27320 29688 30454 31320 31800 33240 33880 34680 36428 37681 38680 41080 44280 45960 46907 47480 48680 49240 50040 51080 51480 53320 54600 55720 57240 59000 59854 60317 61236 62800 63000 63640 64920 65960 66440 67640 69160 71304 73560,2040 2548 4360 7480 8396 10120 12760 15400 15880 17400 20520 21000 21720 23160 23640 24280 25280 25440 27320 29688 30454 31320 31800 33240 33880 34680 36428 37681 38680 41080 44280 45960 46907 47480 48680 49240 50040 51080 51480 53320 54600 55720 57240 59000 59854 60317 61236 62800 63000 63640 64920 65960 66440 67640 69160 71304 73560 75600,h# dh ih s pau hh iy ae dx ih dcl b r ao dx ax bcl b aw tcl p eh dx iy dcl jh eh l ax s iy z q ix n pcl p eh dx iy pcl p er s en ax l gcl g r iy v ix n s ix z h#,sil dh ih s sil hh iy ae dx ih sil b r aa dx ah sil b aw sil p eh dx iy sil jh eh l ah s iy z ih n sil p eh dx iy sil p er s n ah l sil g r iy v ih n s ih z sil
fcke0_si1111,1.145625,train/dr3/fcke0/si1111.wav,wav,,fcke0,string,,string,,how do we define it,string,,0 2200 3080 3960 4440 5600 6851 8120 8680 9080 9880 11160 14240 14720 15916 16459,2200 3080 3960 4440 5600 6851 8120 8680 9080 9880 11160 14240 14720 15916 16459 18320,h# hh ah dx ux w iy dcl d ix f ay n ih q h#,sil hh ah dx uw w iy sil d ih f ay n ih sil
fcke0_sx31,1.593625,train/dr3/fcke0/sx31.wav,wav,,fcke0,string,,string,,a good attitude is unbeatable,string,,0 2200 3240 3760 4040 5280 5600 7720 8120 9000 9700 10760 11840 12240 13400 13960 15373 16421 17200 17400 19160 19560 20200 21280 21480 22760,2200 3240 3760 4040 5280 5600 7720 8120 9000 9700 10760 11840 12240 13400 13960 15373 16421 17200 17400 19160 19560 20200 21280 21480 22760 25440,h# ey gcl g uh dx ae dx ix tcl t ux dx ix z ah n bcl b iy dx ix bcl b el h#,sil ey sil g uh dx ae dx ih sil t uw dx ih z ah n sil b iy dx ih sil b l sil
fcke0_sx121,2.528,train/dr3/fcke0/sx121.wav,wav,,fcke0,string,,string,,trespassing is forbidden and subject to penalty,string,,0 2280 3400 3853 4760 5848 6224 6760 8760 10200 10920 11400 12760 13680 15080 15880 16760 17000 18506 18840 21320 22360 23640 25240 26200 27240 28040 29160 30120 30760 31240 32083 32793 34046 34422 35720 36360 37400 38520,2280 3400 3853 4760 5848 6224 6760 8760 10200 10920 11400 12760 13680 15080 15880 16760 17000 18506 18840 21320 22360 23640 25240 26200 27240 28040 29160 30120 30760 31240 32083 32793 34046 34422 35720 36360 37400 38520 40400,h# t r eh s pcl p ae s ih ng ix z f axr bcl b ih dx en ix n s ah bcl jh ih kcl t ix pcl p eh nx el tcl t iy h#,sil t r eh s sil p ae s ih ng ih z f er sil b ih dx n ih n s ah sil jh ih sil t ih sil p eh n l sil t iy sil
mjjb0_sx419,3.0784375,train/dr3/mjjb0/sx419.wav,wav,,mjjb0,string,,string,,the football team coach has a watch thin as a dime,string,,0 2360 2840 3320 5000 6120 7720 7960 9559 10360 11160 12840 14120 15320 16040 17320 20360 20680 22040 23400 24920 25960 26840 28866 31160 31640 33520 36360 37720 38360 39960 41000 42040 42760 43160 47207 47960,2360 2840 3320 5000 6120 7720 7960 9559 10360 11160 12840 14120 15320 16040 17320 20360 20680 22040 23400 24920 25960 26840 28866 31160 31640 33520 36360 37720 38360 39960 41000 42040 42760 43160 47207 47960 49200,h# dh ax f uh tcl b ao l tcl t iy m kcl k ow tcl ch hh ae z ax w aa tcl ch th ih n eh z ax dcl d ay m h#,sil dh ah f uh sil b aa l sil t iy m sil k ow sil ch hh ae z ah w aa sil ch th ih n eh z ah sil d ay m sil
mjjb0_si1277,2.3040000000000003,train/dr3/mjjb0/si1277.wav,wav,,mjjb0,string,,string,,so would radar picket ships,string,,0 2120 4428 6015 6880 7720 8324 8731 10466 12120 12520 14866 16040 17640 18440 19160 19640 20177 21000 21640 24280 25640 27240 30579,2120 4428 6015 6880 7720 8324 8731 10466 12120 12520 14866 16040 17640 18440 19160 19640 20177 21000 21640 24280 25640 27240 30579 36800,h# s ow w uh dcl d r ey dx aa r pcl p ih kcl k ix tcl sh ih pcl s h#,sil s ow w uh sil d r ey dx aa r sil p ih sil k ih sil sh ih sil s sil
mjjb0_si1769,2.553625,train/dr3/mjjb0/si1769.wav,wav,,mjjb0,string,,string,,suppose you tell me the real reason he drawled,string,,0 2120 4176 4673 5720 6200 8731 9960 11080 11800 13080 14200 14663 15707 16760 17320 18360 19960 21723 22934 24772 27080 28600 30680 31480 32279 33280 34214 35843 36971 38349 39860,2120 4176 4673 5720 6200 8731 9960 11080 11800 13080 14200 14663 15707 16760 17320 18360 19960 21723 22934 24772 27080 28600 30680 31480 32279 33280 34214 35843 36971 38349 39860 40800,h# s ax-h pcl p ow zh ux tcl t eh l m iy dh ax r ih l r iy z en hh iy dcl d r ao l dcl h#,sil s ah sil p ow sh uw sil t eh l m iy dh ah r ih l r iy z n hh iy sil d r aa l sil sil
mjjb0_si1139,3.92325,train/dr3/mjjb0/si1139.wav,wav,,mjjb0,string,,string,,in time she presents her aristocratic husband with a coal black child,string,,0 2440 2924 4219 4640 5880 9640 10680 12360 13160 14120 14600 15560 16600 18360 18920 20440 21773 22440 23160 24520 25119 25462 25880 26520 27237 28680 29133 30040 30520 31560 32360 32710 33880 35480 36280 37160 37480 38200 39686 40772 41560 42280 42840 43480 45240 46893 47720 48520 48840 49766 51800 52760 54680 57369 59165 59800 60520,2440 2924 4219 4640 5880 9640 10680 12360 13160 14120 14600 15560 16600 18360 18920 20440 21773 22440 23160 24520 25119 25462 25880 26520 27237 28680 29133 30040 30520 31560 32360 32710 33880 35480 36280 37160 37480 38200 39686 40772 41560 42280 42840 43480 45240 46893 47720 48520 48840 49766 51800 52760 54680 57369 59165 59800 60520 62720,h# ih n tcl t ay m sh iy pcl p axr z eh n s er ax r ih s tcl t ix kcl k r ae dx ix kcl k hh ah z bcl b ix n w ax dh ix kcl k ow l bcl b l ae kcl ch ay l dcl d h#,sil ih n sil t ay m sh iy sil p er z eh n s er ah r ih s sil t ih sil k r ae dx ih sil k hh ah z sil b ih n w ah dh ih sil k ow l sil b l ae sil ch ay l sil d sil
mjjb0_sx239,3.193625,train/dr3/mjjb0/sx239.wav,wav,,mjjb0,string,,string,,puree some fruit before preparing the skewers,string,,0 2360 4200 4933 6800 8440 10120 11237 11697 14600 15266 16600 18120 18240 19000 20920 21986 22520 23560 24040 24760 26040 26840 28156 29033 29911 30704 30985 31880 33629 34255 34920 35746 37400 39240 41880,2360 4200 4933 6800 8440 10120 11237 11697 14600 15266 16600 18120 18240 19000 20920 21986 22520 23560 24040 24760 26040 26840 28156 29033 29911 30704 30985 31880 33629 34255 34920 35746 37400 39240 41880 51040,h# p y er ey s ah m f r ux tcl b ax f ao r pcl p axr pcl p eh r ix ng dh ix s kcl k y uw axr z h#,sil p y er ey s ah m f r uw sil b ah f aa r sil p er sil p eh r ih ng dh ih s sil k y uw er z sil
mjjb0_sx59,2.137625,train/dr3/mjjb0/sx59.wav,wav,,mjjb0,string,,string,,the singer's finger had a splinter,string,,0 1880 2255 3400 5720 6680 7880 10200 12073 14840 15800 17253 17587 20280 21400 22680 23143 24120 25800 26760 27154 27720 28520 29240 29493 31383,1880 2255 3400 5720 6680 7880 10200 12073 14840 15800 17253 17587 20280 21400 22680 23143 24120 25800 26760 27154 27720 28520 29240 29493 31383 34160,h# dh ix s ih ng er z f ih ng g er hv ae dx ax s pcl p l ih n d er h#,sil dh ih s ih ng er z f ih ng g er hh ae dx ah s sil p l ih n d er sil
mjjb0_sx329,3.8080000000000003,train/dr3/mjjb0/sx329.wav,wav,,mjjb0,string,,string,,chip postponed alimony payments until the latest possible date,string,,0 2600 4360 5080 6920 7560 9240 10600 11520 11780 14663 15640 17671 18480 19216 20200 21880 22391 23320 24920 25640 27320 28440 29033 29493 29960 31480 32200 32520 33720 34255 35300 35759 36511 37400 38920 39480 40520 41640 42920 44003 45960 47640 48467 48883 50040 51560 51976 54483 57900,2600 4360 5080 6920 7560 9240 10600 11520 11780 14663 15640 17671 18480 19216 20200 21880 22391 23320 24920 25640 27320 28440 29033 29493 29960 31480 32200 32520 33720 34255 35300 35759 36511 37400 38920 39480 40520 41640 42920 44003 45960 47640 48467 48883 50040 51560 51976 54483 57900 60880,h# ch ih pcl p ow s pcl p ow n ae l ax m ow nx ih pcl p ey m ix n tcl s en tcl t ih l dh el l ey dx ix s pcl p aa s bcl b el dcl d ey tcl h#,sil ch ih sil p ow s sil p ow n ae l ah m ow n ih sil p ey m ih n sil s n sil t ih l dh l l ey dx ih s sil p aa s sil b l sil d ey sil sil
mjjb0_sx149,3.7184375,train/dr3/mjjb0/sx149.wav,wav,,mjjb0,string,,string,,while waiting for chipper she crisscrossed the square many times,string,,0 2360 2866 3880 5096 6760 7096 8355 9400 10920 11720 12120 12680 14520 15640 16920 17320 20440 22520 23240 24187 25650 26119 26920 29000 29480 30760 31586 33240 34924 35240 35800 37200 38015 38642 39561 41148 42840 44733 45720 46120 47560 48280 49960 53489 55480 57560,2360 2866 3880 5096 6760 7096 8355 9400 10920 11720 12120 12680 14520 15640 16920 17320 20440 22520 23240 24187 25650 26119 26920 29000 29480 30760 31586 33240 34924 35240 35800 37200 38015 38642 39561 41148 42840 44733 45720 46120 47560 48280 49960 53489 55480 57560 59440,h# w el w ey dx iy ng f ao r tcl ch ih pcl p er sh iy kcl k r ih s kcl k r ao s dh ax s kcl k w eh er m eh nx iy tcl t ay m z h#,sil w l w ey dx iy ng f aa r sil ch ih sil p er sh iy sil k r ih s sil k r aa s dh ah s sil k w eh er m eh n iy sil t ay m z sil
fsjs0_sx91,2.93125,train/dr3/fsjs0/sx91.wav,wav,,fsjs0,string,,string,,the misprint provoked an immediate disclaimer,string,,0 2280 2600 3133 4690 6040 7603 8680 9775 10386 11400 11697 13320 14370 15160 16066 18339 18840 19007 19801 20135 21723 22440 23160 24229 25173 26117 27960 28360 29451 30520 32040 32501 33400 35640 36360 37263 38386 40360 41000 43362,2280 2600 3133 4690 6040 7603 8680 9775 10386 11400 11697 13320 14370 15160 16066 18339 18840 19007 19801 20135 21723 22440 23160 24229 25173 26117 27960 28360 29451 30520 32040 32501 33400 35640 36360 37263 38386 40360 41000 43362 46880,h# dh ax m ih s pcl p r ih n tcl p ax v ow kcl k tcl t q ix n ih n m iy dx iy ix tcl d ix s kcl k l ey m er h#,sil dh ah m ih s sil p r ih n sil p ah v ow sil k sil t ih n ih n m iy dx iy ih sil d ih s sil k l ey m er sil
fsjs0_sx181,4.01925,train/dr3/fsjs0/sx181.wav,wav,,fsjs0,string,,string,,rich looked for spotted hyenas and jaguars on the safari,string,,0 2200 2760 4177 4386 7000 7480 8840 9400 9942 10527 11880 13080 15000 16200 16360 18120 18600 19720 20093 20678 22224 23853 25107 26402 27070 29560 30840 31640 32668 33240 34440 37560 38440 39080 40020 41817 44040 45639 47001 48920 49877 50211 50916 52676 53344 55560 58274 59569 61407,2200 2760 4177 4386 7000 7480 8840 9400 9942 10527 11880 13080 15000 16200 16360 18120 18600 19720 20093 20678 22224 23853 25107 26402 27070 29560 30840 31640 32668 33240 34440 37560 38440 39080 40020 41817 44040 45639 47001 48920 49877 50211 50916 52676 53344 55560 58274 59569 61407 64239,h# r ih tcl ch l uh kcl k t f er s pcl p aa dx ix dcl ax hv ay y iy nx ix z ix n dcl jh ae gcl g w ay er z q ao n dh ix s ax-h f aa r iy h#,sil r ih sil ch l uh sil k t f er s sil p aa dx ih sil ah hh ay y iy n ih z ih n sil jh ae sil g w ay er z aa n dh ih s ah f aa r iy sil
fsjs0_si1171,2.22725,train/dr3/fsjs0/si1171.wav,wav,,fsjs0,string,,string,,nor were his manners barbaric,string,,0 3080 3800 5613 6520 7644 9483 10760 12360 13720 14955 17378 17712 19800 21240 22280 22486 23653 24120 25560 25680 26986 28407 30078 31240 32543,3080 3800 5613 6520 7644 9483 10760 12360 13720 14955 17378 17712 19800 21240 22280 22486 23653 24120 25560 25680 26986 28407 30078 31240 32543 35600,h# n ao r w er hv ih z m ae nx er z bcl b aa r bcl b eh r ix kcl k h#,sil n aa r w er hh ih z m ae n er z sil b aa r sil b eh r ih sil k sil
fsjs0_si541,3.76325,train/dr3/fsjs0/si541.wav,wav,,fsjs0,string,,string,,it helps those people who help themselves,string,,0 14440 15160 15640 16793 18297 19320 20120 20640 22360 23160 26600 28840 29720 30704 32360 33320 33720 35400 36680 38391 40040 41213 41800 43880 44309 44825 46200 48840 51880 53400 54000 58040,14440 15160 15640 16793 18297 19320 20120 20640 22360 23160 26600 28840 29720 30704 32360 33320 33720 35400 36680 38391 40040 41213 41800 43880 44309 44825 46200 48840 51880 53400 54000 58040 60160,h# ih dcl hh eh l pcl p s dh ow z pcl p iy pcl p el hh uw hh eh l pcl dh ax m s eh l v s h#,sil ih sil hh eh l sil p s dh ow z sil p iy sil p l hh uw hh eh l sil dh ah m s eh l v s sil
fsjs0_si1801,3.7439999999999998,train/dr3/fsjs0/si1801.wav,wav,,fsjs0,string,,string,,if we left one we'd have to wipe it for fingerprints,string,,0 9080 10280 11404 12146 13160 14454 16760 18280 18920 19480 21180 22600 23185 24271 25160 25524 27446 29256 30036 30621 31122 31624 33336 35160 36120 36400 36929 37514 39720 40600 42360 43571 44407 44992 45320 46200 47240 48647 49274 50527 50789 52600 57160,9080 10280 11404 12146 13160 14454 16760 18280 18920 19480 21180 22600 23185 24271 25160 25524 27446 29256 30036 30621 31122 31624 33336 35160 36120 36400 36929 37514 39720 40600 42360 43571 44407 44992 45320 46200 47240 48647 49274 50527 50789 52600 57160 59840,h# ih f w iy l eh f tcl t w ah n w iy dcl hv ae f tcl t ax w ay pcl p ix q f axr f iy ng gcl g er pcl p r ih n tcl s h#,sil ih f w iy l eh f sil t w ah n w iy sil hh ae f sil t ah w ay sil p ih f er f iy ng sil g er sil p r ih n sil s sil
fsjs0_sx451,4.0704375,train/dr3/fsjs0/sx451.wav,wav,,fsjs0,string,,string,,the thick elm forest was nearly overwhelmed by dutch elm disease,string,,0 2040 2360 3400 5320 6680 7400 7979 8563 10040 11112 12323 13368 15640 16751 17545 19720 21560 21800 22911 23586 24280 25800 26527 27864 28520 29400 30913 31624 32758 33640 34882 36511 38140 39979 40880 42520 42722 44200 45160 45320 47000 47640 48920 50073 51201 52079 52760 53160 54120 55960 59013 62898,2040 2360 3400 5320 6680 7400 7979 8563 10040 11112 12323 13368 15640 16751 17545 19720 21560 21800 22911 23586 24280 25800 26527 27864 28520 29400 30913 31624 32758 33640 34882 36511 38140 39979 40880 42520 42722 44200 45160 45320 47000 47640 48920 50073 51201 52079 52760 53160 54120 55960 59013 62898 65120,h# dh ax th ih kcl k ix q eh l m f ao r ix s tcl t w ax z n ih r l iy q ow v er w eh l m bcl b ay dcl d ah tcl ch eh l m dcl d ix z iy s h#,sil dh ah th ih sil k ih eh l m f aa r ih s sil t w ah z n ih r l iy ow v er w eh l m sil b ay sil d ah sil ch eh l m sil d ih z iy s sil
fsjs0_sx271,2.8608125,train/dr3/fsjs0/sx271.wav,wav,,fsjs0,string,,string,,be careful not to plow over the flower beds,string,,0 2080 2400 3174 3885 4680 5853 6440 8062 9315 10151 12440 13368 14200 14440 15800 17400 17921 20010 23480 24520 25691 26760 27320 29618 30120 32584 33960 34920 35091 37880 39720 43400,2080 2400 3174 3885 4680 5853 6440 8062 9315 10151 12440 13368 14200 14440 15800 17400 17921 20010 23480 24520 25691 26760 27320 29618 30120 32584 33960 34920 35091 37880 39720 43400 45760,h# b iy kcl k eh r f el n aa tcl t ax-h pcl p l aw ow v er dh ax f l aw er bcl b eh dcl s h#,sil b iy sil k eh r f l n aa sil t ah sil p l aw ow v er dh ah f l aw er sil b eh sil s sil
fsjs0_sx361,2.6239999999999997,train/dr3/fsjs0/sx361.wav,wav,,fsjs0,string,,string,,the speech symposium might begin monday,string,,0 2040 2680 3560 5513 6453 6642 7895 8104 9524 10760 11321 12440 13160 14537 16835 18297 19509 20261 22182 24355 25222 26199 26344 27028 28056 28449 30120 31665 32668 34005 35133 35801 36018 39268,2040 2680 3560 5513 6453 6642 7895 8104 9524 10760 11321 12440 13160 14537 16835 18297 19509 20261 22182 24355 25222 26199 26344 27028 28056 28449 30120 31665 32668 34005 35133 35801 36018 39268 41920,h# dh ax s pcl p iy tcl ch s ix m pcl p ow z iy ah m ay tcl bcl b iy gcl g ih n m ah n dcl d ey h#,sil dh ah s sil p iy sil ch s ih m sil p ow z iy ah m ay sil sil b iy sil g ih n m ah n sil d ey sil
mdtb0_sx321,3.392,train/dr3/mdtb0/sx321.wav,wav,,mdtb0,string,,string,,the groundhog clearly saw his shadow but stayed out only a moment,string,,0 2088 2673 3342 4093 4678 5514 7185 7561 8062 9691 11279 12950 13298 13994 14537 15122 16459 18548 20804 21723 22892 25357 27864 28407 30328 32125 32375 32960 33336 33545 35007 35383 35885 37681 38057 40313 40907 42058 43102 43604 44105 45442 46110 47155 48533 49494 50162 50497 51499 52711,2088 2673 3342 4093 4678 5514 7185 7561 8062 9691 11279 12950 13298 13994 14537 15122 16459 18548 20804 21723 22892 25357 27864 28407 30328 32125 32375 32960 33336 33545 35007 35383 35885 37681 38057 40313 40907 42058 43102 43604 44105 45442 46110 47155 48533 49494 50162 50497 51499 52711 54240,h# dh ix gcl g r aw n hv ah gcl k l ih axr l iy s ao hv ih sh ae dx ow bcl b ix tcl t s tcl t ey dx aw tcl q ow n l iy ax m ow m ix n tcl t h#,sil dh ih sil g r aw n hh ah sil k l ih er l iy s aa hh ih sh ae dx ow sil b ih sil t s sil t ey dx aw sil ow n l iy ah m ow m ih n sil t sil
mdtb0_sx210,2.1824375,train/dr3/mdtb0/sx210.wav,wav,,mdtb0,string,,string,,jeff's toy go cart never worked,string,,2440 4120 6040 7800 8240 10280 11738 12760 15560 16501 17080 18760 19880 21000 22173 22760 23895 24396 25400 26109 27320 28200 29960 31874 33378,4120 6040 7800 8240 10280 11738 12760 15560 16501 17080 18760 19880 21000 22173 22760 23895 24396 25400 26109 27320 28200 29960 31874 33378 34880,h# jh eh f s tcl t oy gcl g ow kcl k aa r tcl n eh v axr w er kcl t h#,sil jh eh f s sil t oy sil g ow sil k aa r sil n eh v er w er sil t sil
mdtb0_si1830,2.0928125,train/dr3/mdtb0/si1830.wav,wav,,mdtb0,string,,string,,the buddies invariably took advantage of him,string,,0 1959 2255 3000 4093 4344 5800 6200 7800 9320 10040 11028 12281 13720 15160 16083 16520 16946 17800 19091 19800 20440 21080 21720 22360 22920 23960 25524 26120 27080 27697 28407 28840 29284 30040 31122 31640,1959 2255 3000 4093 4344 5800 6200 7800 9320 10040 11028 12281 13720 15160 16083 16520 16946 17800 19091 19800 20440 21080 21720 22360 22920 23960 25524 26120 27080 27697 28407 28840 29284 30040 31122 31640 33440,h# dh ih bcl b ah dx iy z ix n v er ih bcl b l iy tcl t uh kcl k ix dcl v ae nx ix dcl jh ix v hh ih m h#,sil dh ih sil b ah dx iy z ih n v er ih sil b l iy sil t uh sil k ih sil v ae n ih sil jh ih v hh ih m sil
mdtb0_si570,3.424,train/dr3/mdtb0/si570.wav,wav,,mdtb0,string,,string,,the bristles are soft enough to massage the gums and not scratch the enamel,string,,0 1963 2339 2798 4010 4382 4801 5639 7143 8020 9441 10416 10903 12616 14704 15373 15791 16375 16793 17503 18840 20010 20637 21138 21681 22684 23436 25232 27446 28657 29284 29953 30830 31206 33253 34422 35425 36511 37765 39603 40480 41608 42276 42736 43232 44225 44601 45980 46774 47734 48403 49071 51160 52163 52998,1963 2339 2798 4010 4382 4801 5639 7143 8020 9441 10416 10903 12616 14704 15373 15791 16375 16793 17503 18840 20010 20637 21138 21681 22684 23436 25232 27446 28657 29284 29953 30830 31206 33253 34422 35425 36511 37765 39603 40480 41608 42276 42736 43232 44225 44601 45980 46774 47734 48403 49071 51160 52163 52998 54784,h# dh ax bcl b r ih s el z aa r s ao f tcl t ix n ah f tcl t ix m ax s aa zh dh ix gcl g ah m z ix n aa tcl s kcl k r ae tcl ch dh iy ix n ae m el h#,sil dh ah sil b r ih s l z aa r s aa f sil t ih n ah f sil t ih m ah s aa sh dh ih sil g ah m z ih n aa sil s sil k r ae sil ch dh iy ih n ae m l sil
mdtb0_sx300,2.048,train/dr3/mdtb0/sx300.wav,wav,,mdtb0,string,,string,,amoebas change shape constantly,string,,0 1960 3080 4120 5880 6851 7099 8600 11488 12440 14280 15791 16920 19320 21320 22433 22684 23060 24062 25691 26026 26694 27070 27560 27947 28156 29117 29841 31289,1960 3080 4120 5880 6851 7099 8600 11488 12440 14280 15791 16920 19320 21320 22433 22684 23060 24062 25691 26026 26694 27070 27560 27947 28156 29117 29841 31289 32720,h# ax m iy bcl b ih z tcl ch ey n sh ey pcl p kcl k aa n s tcl t ix n tcl l iy h#,sil ah m iy sil b ih z sil ch ey n sh ey sil p sil k aa n s sil t ih n sil l iy sil
